Week, difference, trend, value
2020-10, , , 
2020-11, 12, 0.0272, 12
2020-12, 31, 0.0703, 43
2020-13, 291, 0.6599, 334
2020-14, 619, 1.4036, 953
2020-15, 378, 0.8571, 1331
2020-16, 290, 0.6576, 1621
2020-17, -275, -0.5064, 1346
2020-18, -337, -0.6206, 1009
2020-19, -263, -0.4843, 746
2020-20, -227, -0.418, 519
2020-21, -186, -0.3425, 333
2020-22, -80, -0.1473, 253
2020-23, -85, -0.1565, 168
2020-24, -49, -0.0902, 119
2020-25, -24, -0.0442, 95
2020-26, -20, -0.0368, 75
2020-27, -20, -0.0368, 55
2020-28, -4, -0.0074, 51
2020-29, -30, -0.0552, 21
2020-30, 13, 0.0295, 34
2020-31, -11, -0.0203, 23
2020-32, 32, 0.0726, 55
2020-33, -20, -0.0368, 35
2020-34, 3, 0.0068, 38
2020-35, -12, -0.0221, 26
2020-36, 4, 0.0091, 30
2020-37, -6, -0.011, 24
2020-38, 13, 0.0295, 37
2020-39, 34, 0.0771, 71
2020-40, 1, 0.0023, 72
2020-41, 14, 0.0317, 86
2020-42, 76, 0.1723, 162
2020-43, 93, 0.2109, 255
2020-44, 194, 0.4399, 449
2020-45, 359, 0.8141, 808
2020-46, 388, 0.8798, 1196
2020-47, 341, 0.7732, 1537
2020-48, 564, 1.2789, 2101
2020-49, 548, 1.2426, 2649
2020-50, 366, 0.8299, 3015
2020-51, 1247, 2.8277, 4262
2020-52, -533, -0.9816, 3729
2020-53, 765, 1.7347, 4494
2021-01, 1577, 3.576, 6071
2021-02, 5, 0.0113, 6076
2021-03, -625, -1.151, 5451
2021-04, -376, -0.6924, 5075
2021-05, -503, -0.9263, 4572
2021-06, -1129, -2.0792, 3443
2021-07, -562, -1.035, 2881
2021-08, -677, -1.2468, 2204
2021-09, -349, -0.6427, 1855
2021-10, -384, -0.7072, 1471
2021-11, -178, -0.3278, 1293
2021-12, -87, -0.1602, 1206
2021-13, -113, -0.2081, 1093
2021-14, 297, 0.6735, 1390
2021-15, 171, 0.3878, 1561
2021-16, 89, 0.2018, 1650
2021-17, -22, -0.0405, 1628
2021-18, -45, -0.0829, 1583
2021-19, -262, -0.4825, 1321
2021-20, -37, -0.0681, 1284
2021-21, -258, -0.4751, 1026
2021-22, -210, -0.3867, 816
2021-23, -204, -0.3757, 612
2021-24, -61, -0.1123, 551
2021-25, -182, -0.3352, 369
2021-26, -93, -0.1713, 276
2021-27, -75, -0.1381, 201
2021-28, -70, -0.1289, 131
2021-29, 31, 0.0703, 162
2021-30, -27, -0.0497, 135
2021-31, -12, -0.0221, 123
2021-32, -38, -0.07, 85
2021-33, 24, 0.0544, 109
2021-34, 45, 0.102, 154
2021-35, 62, 0.1406, 216
2021-36, 44, 0.0998, 260
2021-37, 92, 0.2086, 352
2021-38, 83, 0.1882, 435
2021-39, -42, -0.0773, 393
2021-40, 23, 0.0522, 416
2021-41, , , 416
2021-42, 66, 0.1497, 482
2021-43, 147, 0.3333, 629
2021-44, 167, 0.3787, 796
2021-45, 351, 0.7959, 1147
2021-46, 243, 0.551, 1390
2021-47, 431, 0.9773, 1821
2021-48, 336, 0.7619, 2157
2021-49, 441, 1, 2598
2021-50, -3, -0.0055, 2595
2021-51, -464, -0.8545, 2131
2021-52, -340, -0.6262, 1791
2022-01, 31, 0.0703, 1822
2022-02, -180, -0.3315, 1642
2022-03, -543, -1, 1099
2022-04, -92, -0.1694, 1007
2022-05, -15, -0.0276, 992
2022-06, 226, 0.5125, 1218
2022-07, 122, 0.2766, 1340
2022-08, 63, 0.1429, 1403
2022-09, 21, 0.0476, 1424
2022-10, 45, 0.102, 1469
2022-11, -124, -0.2284, 1345
2022-12, 176, 0.3991, 1521
2022-13, 71, 0.161, 1592
2022-14, 94, 0.2132, 1686
2022-15, -459, -0.8453, 1227
2022-16, 10, 0.0227, 1237
2022-17, 45, 0.102, 1282
2022-18, -210, -0.3867, 1072
2022-19, -106, -0.1952, 966
2022-20, -140, -0.2578, 826
2022-21, -289, -0.5322, 537
2022-22, -13, -0.0239, 524
2022-23, -104, -0.1915, 420
2022-24, -50, -0.0921, 370
2022-25, 188, 0.4263, 558
2022-26, , , 558
2022-27, 12, 0.0272, 570
2022-28, 101, 0.229, 671
2022-29, -27, -0.0497, 644
2022-30, 151, 0.3424, 795
2022-31, 91, 0.2063, 886
2022-32, -46, -0.0847, 840
2022-33, -34, -0.0626, 806
2022-34, -206, -0.3794, 600
2022-35, 58, 0.1315, 658
2022-36, -121, -0.2228, 537
2022-37, 97, 0.22, 634
2022-38, -109, -0.2007, 525
2022-39, 81, 0.1837, 606
2022-40, -135, -0.2486, 471
2022-41, 414, 0.9388, 885
