Meldedatum, difference, frozen, trend, value, Lower, Prediction, Upper
2021-08-22, 0.3088, 1.3131, 0.0423, 2.76, 2.76, 2.76, 2.76
2021-08-21, 0.3196, 1.3227, 0.0437, 2.67, 2.68, 2.68, 2.68
2021-08-20, 0.3652, 1.3035, 0.05, 2.58, 2.58, 2.58, 2.58
2021-08-19, 0.3736, 1.235, 0.0511, 2.46, 2.47, 2.47, 2.47
2021-08-18, 0.4289, 1.1882, 0.0587, 2.33, 2.33, 2.33, 2.33
2021-08-17, 0.4121, 1.1005, 0.0564, 2.17, 2.17, 2.17, 2.17
2021-08-16, 0.4109, 1.0128, 0.0562, 2.01, 2.02, 2.02, 2.02
2021-08-15, 0.3977, 1.0044, 0.0544, 1.93, 1.93, 1.93, 1.93
2021-08-14, 0.4025, 1.0032, 0.0551, 1.83, 1.83, 1.83, 1.83
2021-08-13, 0.328, 0.9383, 0.0449, 1.7, 1.7, 1.7, 1.7
2021-08-12, 0.2655, 0.8614, 0.0363, 1.55, 1.55, 1.55, 1.55
2021-08-11, 0.185, 0.7593, 0.0253, 1.4, 1.4, 1.4, 1.4
2021-08-10, 0.1406, 0.6884, 0.0192, 1.28, 1.28, 1.28, 1.28
2021-08-09, 0.1021, 0.6019, 0.014, 1.22, 1.22, 1.22, 1.22
2021-08-08, 0.1177, 0.6067, 0.0161, 1.2, 1.21, 1.21, 1.21
2021-08-07, 0.0961, 0.6007, 0.0132, 1.16, 1.16, 1.16, 1.16
2021-08-06, 0.1153, 0.6103, 0.0158, 1.12, 1.12, 1.12, 1.12
2021-08-05, 0.1586, 0.5959, 0.0217, 1.07, 1.07, 1.07, 1.07
2021-08-04, 0.1682, 0.5743, 0.023, 1.07, 1.07, 1.07, 1.07
2021-08-03, 0.173, 0.5478, 0.0237, 1.04, 1.04, 1.04, 1.04
2021-08-02, 0.131, 0.4998, 0.0179, 0.95, 0.95, 0.95, 0.95
2021-08-01, 0.1129, 0.489, 0.0155, 0.91, 0.91, 0.91, 0.91
2021-07-31, 0.1201, 0.5046, 0.0164, 0.9, 0.9, 0.9, 0.9
2021-07-30, 0.1249, 0.495, 0.0171, 0.86, 0.86, 0.86, 0.86
2021-07-29, 0.1009, 0.4373, 0.0138, 0.82, 0.82, 0.82, 0.82
2021-07-28, 0.0973, 0.4061, 0.0133, 0.77, 0.77, 0.77, 0.77
2021-07-27, 0.0817, 0.3748, 0.0112, 0.69, 0.69, 0.69, 0.69
2021-07-26, 0.1093, 0.3688, 0.015, 0.71, 0.71, 0.71, 0.71
2021-07-25, 0.1189, 0.376, 0.0163, 0.71, 0.72, 0.72, 0.72
2021-07-24, 0.1189, 0.3844, 0.0163, 0.69, 0.69, 0.69, 0.69
2021-07-23, 0.1033, 0.37, 0.0141, 0.65, 0.65, 0.65, 0.65
2021-07-22, 0.0865, 0.3364, 0.0118, 0.6, 0.6, 0.6, 0.6
2021-07-21, 0.0649, 0.3088, 0.0089, 0.57, 0.57, 0.57, 0.57
2021-07-20, 0.036, 0.2931, 0.0049, 0.54, 0.54, 0.54, 0.54
2021-07-19, -0.0036, 0.2595, -0.0008, 0.5, 0.5, 0.5, 0.5
2021-07-18, -0.0048, 0.2571, -0.001, 0.47, 0.47, 0.47, 0.47
2021-07-17, 0.0192, 0.2655, 0.0026, 0.47, 0.47, 0.47, 0.47
2021-07-16, 0.0336, 0.2667, 0.0046, 0.47, 0.47, 0.47, 0.47
2021-07-15, 0.0132, 0.2499, 0.0018, 0.47, 0.47, 0.47, 0.47
2021-07-14, 0.006, 0.2439, 0.0008, 0.45, 0.45, 0.45, 0.45
2021-07-13, 0.0108, 0.2571, 0.0015, 0.44, 0.44, 0.44, 0.44
2021-07-12, 0.03, 0.2631, 0.0041, 0.43, 0.44, 0.44, 0.44
2021-07-11, 0.0264, 0.2619, 0.0036, 0.43, 0.44, 0.44, 0.44
2021-07-10, -0.006, 0.2463, -0.0013, 0.4, 0.41, 0.41, 0.41
2021-07-09, -0.006, 0.2331, -0.0013, 0.38, 0.38, 0.38, 0.38
2021-07-08, -0.0012, 0.2367, -0.0003, 0.4, 0.4, 0.4, 0.4
2021-07-07, -0.012, 0.2379, -0.0025, 0.4, 0.4, 0.4, 0.4
2021-07-06, -0.0336, 0.2463, -0.0071, 0.39, 0.39, 0.39, 0.39
2021-07-05, -0.0601, 0.2331, -0.0127, 0.38, 0.38, 0.38, 0.38
2021-07-04, -0.0697, 0.2355, -0.0147, 0.38, 0.38, 0.38, 0.38
2021-07-03, -0.0829, 0.2523, -0.0175, 0.4, 0.4, 0.4, 0.4
2021-07-02, -0.1021, 0.2391, -0.0216, 0.4, 0.4, 0.4, 0.4
2021-07-01, -0.0997, 0.2379, -0.0211, 0.39, 0.39, 0.39, 0.39
2021-06-30, -0.1069, 0.2499, -0.0226, 0.4, 0.4, 0.4, 0.4
2021-06-29, -0.0829, 0.2799, -0.0175, 0.41, 0.41, 0.41, 0.41
2021-06-28, -0.0949, 0.2931, -0.0201, 0.44, 0.44, 0.44, 0.44
2021-06-27, -0.1057, 0.3052, -0.0224, 0.45, 0.45, 0.45, 0.45
2021-06-26, -0.0877, 0.3352, -0.0185, 0.48, 0.48, 0.48, 0.48
2021-06-25, -0.1069, 0.3412, -0.0226, 0.5, 0.51, 0.51, 0.51
2021-06-24, -0.1598, 0.3376, -0.0338, 0.53, 0.53, 0.53, 0.53
2021-06-23, -0.1814, 0.3568, -0.0384, 0.57, 0.57, 0.57, 0.57
2021-06-22, -0.2331, 0.3628, -0.0493, 0.6, 0.6, 0.6, 0.6
2021-06-21, -0.2319, 0.388, -0.049, 0.63, 0.63, 0.63, 0.63
2021-06-20, -0.2415, 0.4109, -0.0511, 0.66, 0.66, 0.66, 0.66
2021-06-19, -0.2919, 0.4229, -0.0617, 0.66, 0.66, 0.66, 0.66
2021-06-18, -0.2919, 0.4481, -0.0617, 0.71, 0.71, 0.71, 0.71
2021-06-17, -0.2403, 0.4974, -0.0508, 0.77, 0.77, 0.77, 0.77
2021-06-16, -0.2018, 0.5382, -0.0427, 0.83, 0.83, 0.83, 0.83
2021-06-15, -0.1538, 0.5959, -0.0325, 0.93, 0.93, 0.93, 0.93
2021-06-14, -0.1285, 0.6199, -0.0272, 0.97, 0.98, 0.98, 0.98
2021-06-13, -0.1237, 0.6524, -0.0262, 1.01, 1.01, 1.01, 1.01
2021-06-12, -0.1141, 0.7148, -0.0241, 1.09, 1.09, 1.09, 1.09
2021-06-11, -0.1694, 0.7401, -0.0358, 1.12, 1.12, 1.12, 1.12
2021-06-10, -0.2787, 0.7377, -0.0589, 1.14, 1.14, 1.14, 1.14
2021-06-09, -0.4445, 0.7401, -0.094, 1.22, 1.22, 1.22, 1.22
2021-06-08, -0.4902, 0.7497, -0.1036, 1.3, 1.3, 1.3, 1.3
2021-06-07, -0.4085, 0.7485, -0.0864, 1.37, 1.37, 1.37, 1.37
2021-06-06, -0.4085, 0.7761, -0.0864, 1.41, 1.41, 1.41, 1.41
2021-06-05, -0.4145, 0.829, -0.0876, 1.48, 1.48, 1.48, 1.48
2021-06-04, -0.4133, 0.9094, -0.0874, 1.64, 1.64, 1.64, 1.64
2021-06-03, -0.358, 1.0164, -0.0757, 1.81, 1.81, 1.81, 1.81
2021-06-02, -0.2907, 1.1846, -0.0615, 2.04, 2.05, 2.05, 2.05
2021-06-01, -0.3736, 1.2398, -0.079, 2.11, 2.11, 2.11, 2.11
2021-05-31, -0.7677, 1.1569, -0.1623, 2.07, 2.07, 2.07, 2.07
2021-05-30, -0.8734, 1.1846, -0.1847, 2.1, 2.1, 2.1, 2.1
2021-05-29, -0.9803, 1.2434, -0.2073, 2.17, 2.17, 2.17, 2.17
2021-05-28, -0.9323, 1.3227, -0.1971, 2.32, 2.32, 2.32, 2.32
2021-05-27, -0.8169, 1.3744, -0.1727, 2.47, 2.47, 2.47, 2.47
2021-05-26, -0.8254, 1.4753, -0.1745, 2.63, 2.63, 2.63, 2.63
2021-05-25, -0.8494, 1.6135, -0.1796, 2.97, 2.97, 2.97, 2.97
2021-05-24, -0.5142, 1.9246, -0.1087, 3.37, 3.37, 3.37, 3.37
2021-05-23, -0.4265, 2.058, -0.0902, 3.6, 3.6, 3.6, 3.6
2021-05-22, -0.3472, 2.2238, -0.0734, 3.89, 3.89, 3.89, 3.89
2021-05-21, -0.4649, 2.255, -0.0983, 3.97, 3.97, 3.97, 3.97
2021-05-20, -0.9094, 2.1913, -0.1923, 4.05, 4.05, 4.05, 4.05
2021-05-19, -0.9383, 2.3007, -0.1984, 4.37, 4.37, 4.37, 4.37
2021-05-18, -0.7653, 2.4628, -0.1618, 4.71, 4.71, 4.71, 4.71
2021-05-17, -0.8109, 2.4388, -0.1715, 4.89, 4.89, 4.89, 4.89
2021-05-16, -0.8386, 2.4845, -0.1773, 4.93, 4.94, 4.94, 4.94
2021-05-15, -0.9719, 2.571, -0.2055, 5.02, 5.02, 5.02, 5.02
2021-05-14, -0.8962, 2.7199, -0.1895, 5.46, 5.46, 5.46, 5.46
2021-05-13, -0.5719, 3.1008, -0.1209, 5.97, 5.97, 5.97, 5.97
2021-05-12, -0.555, 3.2389, -0.1173, 6.22, 6.23, 6.23, 6.23
2021-05-11, -0.6391, 3.2281, -0.1351, 6.42, 6.43, 6.43, 6.43
2021-05-10, -0.6211, 3.2498, -0.1313, 6.64, 6.64, 6.64, 6.64
2021-05-09, -0.5695, 3.323, -0.1204, 6.77, 6.77, 6.77, 6.77
2021-05-08, -0.4878, 3.5429, -0.1031, 7.05, 7.06, 7.06, 7.06
2021-05-07, -0.4541, 3.6162, -0.096, 7.28, 7.29, 7.29, 7.29
2021-05-06, -0.3652, 3.6726, -0.0772, 7.51, 7.52, 7.52, 7.52
2021-05-05, -0.2955, 3.794, -0.0625, 7.73, 7.73, 7.73, 7.73
2021-05-04, -0.3724, 3.8673, -0.0787, 7.98, 7.99, 7.99, 7.99
2021-05-03, -0.322, 3.8709, -0.0681, 8.16, 8.17, 8.17, 8.17
2021-05-02, -0.3616, 3.8925, -0.0765, 8.25, 8.26, 8.26, 8.26
2021-05-01, -0.2811, 4.0307, -0.0594, 8.37, 8.38, 8.38, 8.38
2021-04-30, -0.2102, 4.0703, -0.0445, 8.62, 8.63, 8.63, 8.63
2021-04-29, -0.2643, 4.0379, -0.0559, 8.94, 8.95, 8.95, 8.95
2021-04-28, -0.2727, 4.0895, -0.0577, 9.16, 9.17, 9.17, 9.17
2021-04-27, 0.0216, 4.2397, 0.003, 9.46, 9.47, 9.47, 9.47
2021-04-26, 0.0288, 4.1928, 0.0039, 9.65, 9.66, 9.66, 9.66
2021-04-25, 0.0601, 4.2541, 0.0082, 9.73, 9.74, 9.74, 9.74
2021-04-24, -0.0396, 4.3118, -0.0084, 9.73, 9.74, 9.74, 9.74
2021-04-23, -0.1322, 4.2805, -0.0279, 9.7, 9.71, 9.71, 9.71
2021-04-22, -0.2078, 4.3022, -0.0439, 9.61, 9.62, 9.62, 9.62
2021-04-21, -0.3316, 4.3622, -0.0701, 9.64, 9.65, 9.65, 9.65
2021-04-20, -0.3568, 4.2181, -0.0754, 9.57, 9.57, 9.57, 9.57
2021-04-19, -0.0469, 4.164, -0.0099, 9.47, 9.48, 9.48, 9.48
2021-04-18, 0.0469, 4.194, 0.0064, 9.49, 9.5, 9.5, 9.5
2021-04-17, 0.0961, 4.3514, 0.0132, 9.5, 9.51, 9.51, 9.51
2021-04-16, 0.4673, 4.4127, 0.064, 9.61, 9.62, 9.62, 9.62
2021-04-15, 0.7725, 4.51, 0.1057, 9.77, 9.78, 9.78, 9.78
2021-04-14, 1.2506, 4.6938, 0.1712, 9.96, 9.97, 9.97, 9.97
2021-04-13, 1.241, 4.5749, 0.1698, 9.59, 9.6, 9.6, 9.6
2021-04-12, 0.5995, 4.2109, 0.082, 9.19, 9.2, 9.2, 9.2
2021-04-11, 0.5382, 4.1472, 0.0737, 9.09, 9.1, 9.1, 9.1
2021-04-10, 0.5514, 4.2553, 0.0755, 8.92, 8.93, 8.93, 8.93
2021-04-09, -0.042, 3.9454, -0.0089, 8.41, 8.42, 8.42, 8.42
2021-04-08, -0.2967, 3.7375, -0.0627, 8.16, 8.17, 8.17, 8.17
2021-04-07, -0.6283, 3.4432, -0.1328, 7.89, 7.9, 7.9, 7.9
2021-04-06, -0.6536, 3.3338, -0.1382, 8.09, 8.1, 8.1, 8.1
2021-04-05, -0.2571, 3.6114, -0.0544, 8.38, 8.39, 8.39, 8.39
2021-04-04, -0.2283, 3.609, -0.0483, 8.35, 8.36, 8.36, 8.36
2021-04-03, -0.1225, 3.7039, -0.0259, 8.44, 8.45, 8.45, 8.45
2021-04-02, 0.2535, 3.9874, 0.0347, 8.73, 8.74, 8.74, 8.74
2021-04-01, 0.3232, 4.0343, 0.0442, 8.7, 8.71, 8.71, 8.71
2021-03-31, 0.5418, 4.0715, 0.0742, 8.59, 8.6, 8.6, 8.6
2021-03-30, 0.5622, 3.9874, 0.0769, 8.48, 8.49, 8.49, 8.49
2021-03-29, 0.6163, 3.8685, 0.0843, 8.31, 8.32, 8.32, 8.32
2021-03-28, 0.5803, 3.8372, 0.0794, 8.23, 8.24, 8.24, 8.24
2021-03-27, 0.5154, 3.8264, 0.0705, 8.05, 8.06, 8.06, 8.06
2021-03-26, 0.4241, 3.7339, 0.058, 7.84, 7.85, 7.85, 7.85
2021-03-25, 0.5154, 3.7111, 0.0705, 7.61, 7.61, 7.61, 7.61
2021-03-24, 0.4229, 3.5297, 0.0579, 7.29, 7.3, 7.3, 7.3
2021-03-23, 0.3808, 3.4252, 0.0521, 7.1, 7.11, 7.11, 7.11
2021-03-22, 0.3292, 3.2522, 0.0451, 6.96, 6.97, 6.97, 6.97
2021-03-21, 0.3844, 3.257, 0.0526, 6.86, 6.86, 6.86, 6.86
2021-03-20, 0.3472, 3.311, 0.0475, 6.81, 6.82, 6.82, 6.82
2021-03-19, 0.4685, 3.3098, 0.0641, 6.6, 6.6, 6.6, 6.6
2021-03-18, 0.3688, 3.1957, 0.0505, 6.46, 6.47, 6.47, 6.47
2021-03-17, 0.3316, 3.1068, 0.0454, 6.28, 6.29, 6.29, 6.29
2021-03-16, 0.2895, 3.0443, 0.0396, 6.09, 6.1, 6.1, 6.1
2021-03-15, 0.1718, 2.923, 0.0235, 5.92, 5.93, 5.93, 5.93
2021-03-14, 0.0853, 2.8725, 0.0117, 5.79, 5.79, 5.79, 5.79
2021-03-13, -0.0024, 2.9638, -0.0005, 5.66, 5.67, 5.67, 5.67
2021-03-12, -0.2006, 2.8413, -0.0424, 5.55, 5.55, 5.55, 5.55
2021-03-11, -0.2799, 2.8269, -0.0592, 5.35, 5.35, 5.35, 5.35
2021-03-10, -0.3844, 2.7752, -0.0813, 5.31, 5.31, 5.31, 5.31
2021-03-09, -0.4649, 2.7548, -0.0983, 5.28, 5.28, 5.28, 5.28
2021-03-08, -0.4673, 2.7512, -0.0988, 5.35, , , 
2021-03-07, -0.4866, 2.7872, -0.1029, 5.37, , , 
2021-03-06, -0.4397, 2.9662, -0.093, 5.39, , , 
2021-03-05, -0.3628, 3.0419, -0.0767, 5.47, , , 
2021-03-04, -0.4049, 3.1068, -0.0856, 5.59, , , 
2021-03-03, -0.3688, 3.1596, -0.078, 5.72, , , 
2021-03-02, -0.483, 3.2197, -0.1021, 5.77, , , 
2021-03-01, -0.4313, 3.2185, -0.0912, 5.84, , , 
2021-02-28, -0.4337, 3.2738, -0.0917, 5.9, , , 
2021-02-27, -0.3027, 3.4059, -0.064, 5.96, , , 
2021-02-26, -0.2655, 3.4047, -0.0561, 5.99, , , 
2021-02-25, -0.137, 3.5117, -0.029, 6.09, , , 
2021-02-24, -0.0769, 3.5285, -0.0163, 6.1, , , 
2021-02-23, 0.018, 3.7027, 0.0025, 6.18, , , 
2021-02-22, -0.0252, 3.6498, -0.0053, 6.19, , , 
2021-02-21, 0.0228, 3.7075, 0.0031, 6.26, , , 
2021-02-20, -0.1718, 3.7087, -0.0363, 6.13, , , 
2021-02-19, -0.3436, 3.6702, -0.0726, 6.21, , , 
2021-02-18, -0.5598, 3.6486, -0.1184, 6.17, , , 
2021-02-17, -0.7521, 3.6054, -0.159, 6.28, , , 
2021-02-16, -0.7064, 3.6847, -0.1494, 6.25, , , 
2021-02-15, -0.9671, 3.675, -0.2045, 6.31, , , 
2021-02-14, -1.044, 3.6847, -0.2207, 6.28, , , 
2021-02-13, -0.9767, 3.8805, -0.2065, 6.49, , , 
2021-02-12, -0.871, 4.0138, -0.1842, 6.64, , , 
2021-02-11, -0.674, 4.2085, -0.1425, 7, , , 
2021-02-10, -0.6584, 4.3574, -0.1392, 7.23, , , 
2021-02-09, -0.829, 4.3911, -0.1753, 7.58, , , 
2021-02-08, -0.6151, 4.6422, -0.13, 7.84, , , 
2021-02-07, -0.5755, 4.7287, -0.1217, 7.95, , , 
2021-02-06, -0.6247, 4.8572, -0.1321, 8.03, , , 
2021-02-05, -0.704, 4.8848, -0.1488, 8.27, , , 
2021-02-04, -0.8842, 4.8824, -0.1869, 8.36, , , 
2021-02-03, -0.8157, 5.0158, -0.1725, 8.71, , , 
2021-02-02, -0.6872, 5.22, -0.1453, 8.91, , , 
2021-02-01, -0.5214, 5.2573, -0.1102, 9.11, , , 
2021-01-31, -0.5983, 5.3041, -0.1265, 9.21, , , 
2021-01-30, -0.5803, 5.4819, -0.1227, 9.5, , , 
2021-01-29, -0.4733, 5.5889, -0.1001, 9.76, , , 
2021-01-28, -0.4001, 5.7667, -0.0846, 10.02, , , 
2021-01-27, -0.2487, 5.8315, -0.0526, 10.24, , , 
2021-01-26, -0.2739, 5.9072, -0.0579, 10.59, , , 
2021-01-25, -0.3929, 5.7787, -0.0831, 10.74, , , 
2021-01-24, -0.358, 5.9024, -0.0757, 10.92, , , 
2021-01-23, -0.3027, 6.0622, -0.064, 10.97, , , 
2021-01-22, -0.4745, 6.0622, -0.1003, 11.23, , , 
2021-01-21, -0.513, 6.1667, -0.1085, 11.51, , , 
2021-01-20, -0.477, 6.0802, -0.1008, 11.59, , , 
2021-01-19, -0.5286, 6.1811, -0.1118, 11.82, , , 
2021-01-18, -0.6235, 6.1715, -0.1318, 12.07, , , 
2021-01-17, -0.6788, 6.2604, -0.1435, 12.1, , , 
2021-01-16, -0.7124, 6.3649, -0.1506, 12.23, , , 
2021-01-15, 0.1406, 6.5367, 0.0192, 12.53, , , 
2021-01-14, 0.7773, 6.6797, 0.1064, 12.79, , , 
2021-01-13, 0.3304, 6.5572, 0.0452, 12.91, , , 
2021-01-12, 0.3064, 6.7097, 0.0419, 13.25, , , 
2021-01-11, 0.3027, 6.795, 0.0414, 13.56, , , 
2021-01-10, 0.2919, 6.9392, 0.04, 13.98, , , 
2021-01-09, 0.2463, 7.0774, 0.0337, 13.99, , , 
2021-01-08, -0.5719, 6.3962, -0.1209, 12.87, , , 
2021-01-07, -0.8686, 5.9024, -0.1836, 12.25, , , 
2021-01-06, -0.2835, 6.2268, -0.0599, 12.65, , , 
2021-01-05, 0.03, 6.4034, 0.0041, 13.09, , , 
2021-01-04, 0.1189, 6.4923, 0.0163, 13.29, , , 
2021-01-03, 0.4457, 6.6473, 0.061, 13.4, , , 
2021-01-02, 0.3256, 6.8311, 0.0446, 13.45, , , 
2021-01-01, -0.5202, 6.968, -0.11, 13.6, , , 
2020-12-31, -1.2374, 6.771, -0.2616, 13.49, , , 
2020-12-30, -1.3696, 6.5103, -0.2896, 13.65, , , 
2020-12-29, -1.4441, 6.3734, -0.3053, 13.42, , , 
2020-12-28, -1.366, 6.3734, -0.2888, 13.37, , , 
2020-12-27, -1.5618, 6.2016, -0.3302, 13.2, , , 
2020-12-26, -1.1065, 6.5055, -0.2339, 13.43, , , 
2020-12-25, 0.0685, 7.4882, 0.0094, 14.74, , , 
2020-12-24, 0.895, 8.0084, 0.1225, 15.75, , , 
2020-12-23, 0.9539, 7.8799, 0.1305, 15.57, , , 
2020-12-22, 1.3131, 7.8174, 0.1797, 15.31, , , 
2020-12-21, 1.1473, 7.7393, 0.157, 15.22, , , 
2020-12-20, 1.2518, 7.7634, 0.1713, 15.15, , , 
2020-12-19, 1.217, 7.612, 0.1666, 15.08, , , 
