Meldedatum, difference, trend, value
2022-09-17, , , 72.73
2022-09-18, , , 70.74
2022-09-19, , , 77.95
2022-09-20, , , 81.51
2022-09-21, , , 81.11
2022-09-22, , , 82.09
2022-09-23, , , 78.38
2022-09-24, 0.6, 0.0598, 73.33
2022-09-25, 2.01, 0.2004, 72.75
2022-09-26, 1.65, 0.1645, 79.6
2022-09-27, 1.52, 0.1515, 83.03
2022-09-28, 3.16, 0.3151, 84.27
2022-09-29, 0.91, 0.0907, 83
2022-09-30, 0.25, 0.0249, 78.63
2022-10-01, -1.56, -0.0893, 71.77
2022-10-02, -2.84, -0.1627, 69.91
2022-10-03, -8.01, -0.4588, 71.59
2022-10-04, -5.04, -0.2887, 77.99
2022-10-05, -3.04, -0.1741, 81.23
2022-10-06, -0.59, -0.0338, 82.41
2022-10-07, 0.71, 0.0708, 79.34
2022-10-08, 2.71, 0.2702, 74.48
2022-10-09, 3.32, 0.331, 73.23
2022-10-10, 7.57, 0.7547, 79.16
2022-10-11, 4.13, 0.4118, 82.12
2022-10-12, 2.13, 0.2124, 83.36
2022-10-13, -0.34, -0.0195, 82.07
2022-10-14, 0.53, 0.0528, 79.87
2022-10-15, -0.87, -0.0498, 73.61
2022-10-16, 0.31, 0.0309, 73.54
2022-10-17, -0.17, -0.0097, 78.99
2022-10-18, -0.08, -0.0046, 82.04
2022-10-19, -0.4, -0.0229, 82.96
2022-10-20, 0.14, 0.014, 82.21
2022-10-21, -0.63, -0.0361, 79.24
2022-10-22, 0.63, 0.0628, 74.24
2022-10-23, -0.2, -0.0115, 73.34
2022-10-24, 0.34, 0.0339, 79.33
2022-10-25, -0.45, -0.0258, 81.59
2022-10-26, -0.56, -0.0321, 82.4
2022-10-27, -0.49, -0.0281, 81.72
2022-10-28, -0.77, -0.0441, 78.47
2022-10-29, -2.21, -0.1266, 72.03
2022-10-30, -1.85, -0.106, 71.49
2022-10-31, -3.09, -0.177, 76.24
2022-11-01, -7.58, -0.4341, 74.01
2022-11-02, -2.32, -0.1329, 80.08
2022-11-03, 0.03, 0.003, 81.75
2022-11-04, 0.32, 0.0319, 78.79
2022-11-05, 0.42, 0.0419, 72.45
2022-11-06, 1.49, 0.1486, 72.98
2022-11-07, 3.52, 0.3509, 79.76
2022-11-08, 8.86, 0.8833, 82.87
2022-11-09, 4.95, 0.4935, 85.03
2022-11-10, 2.61, 0.2602, 84.36
2022-11-11, 1.58, 0.1575, 80.37
2022-11-12, 2, 0.1994, 74.45
2022-11-13, 1.8, 0.1795, 74.78
2022-11-14, 0.96, 0.0957, 80.72
2022-11-15, 0.95, 0.0947, 83.82
2022-11-16, -0.71, -0.0407, 84.32
2022-11-17, -0.21, -0.012, 84.15
2022-11-18, 0.11, 0.011, 80.48
2022-11-19, 0.68, 0.0678, 75.13
2022-11-20, 0.03, 0.003, 74.81
2022-11-21, 0.38, 0.0379, 81.1
2022-11-22, 0.36, 0.0359, 84.18
2022-11-23, 1.66, 0.1655, 85.98
2022-11-24, 0.88, 0.0877, 85.03
2022-11-25, 1.81, 0.1805, 82.29
2022-11-26, -0.38, -0.0218, 74.75
2022-11-27, 1.08, 0.1077, 75.89
2022-11-28, 1.03, 0.1027, 82.13
2022-11-29, 0.32, 0.0319, 84.5
2022-11-30, -1.39, -0.0796, 84.59
2022-12-01, -0.62, -0.0355, 84.41
2022-12-02, -1.98, -0.1134, 80.31
2022-12-03, 0.61, 0.0608, 75.36
2022-12-04, 0.09, 0.009, 75.98
2022-12-05, 0.27, 0.0269, 82.4
2022-12-06, -0.04, -0.0023, 84.46
2022-12-07, -1.2, -0.0687, 83.39
2022-12-08, 0.71, 0.0708, 85.12
2022-12-09, 1.71, 0.1705, 82.02
2022-12-10, 0.36, 0.0359, 75.72
2022-12-11, 0.93, 0.0927, 76.91
2022-12-12, -0.39, -0.0223, 82.01
2022-12-13, -0.04, -0.0023, 84.42
2022-12-14, 1.28, 0.1276, 84.67
2022-12-15, -0.78, -0.0447, 84.34
2022-12-16, -1.94, -0.1111, 80.08
2022-12-17, -0.14, -0.008, 75.58
2022-12-18, -2.32, -0.1329, 74.59
2022-12-19, -2.84, -0.1627, 79.17
2022-12-20, -3.69, -0.2113, 80.73
2022-12-21, -5.43, -0.311, 79.24
2022-12-22, -9.39, -0.5378, 74.95
2022-12-23, -12.98, -0.7434, 67.1
2022-12-24, -16.92, -0.9691, 58.66
2022-12-25, -15.34, -0.8786, 59.25
2022-12-26, -17.46, -1, 61.71
2022-12-27, -13.4, -0.7675, 67.33
2022-12-28, -8.34, -0.4777, 70.9
2022-12-29, -3.22, -0.1844, 71.73
2022-12-30, 0.47, 0.0469, 67.57
2022-12-31, 4.25, 0.4237, 62.91
2023-01-01, 4.97, 0.4955, 64.22
2023-01-02, 8.62, 0.8594, 70.33
2023-01-03, 8.4, 0.8375, 75.73
2023-01-04, 7.41, 0.7388, 78.31
2023-01-05, 7.15, 0.7129, 78.88
2023-01-06, 7.71, 0.7687, 75.28
2023-01-07, 10.03, 1, 72.94
2023-01-08, 9.2, 0.9172, 73.42
2023-01-09, 8.72, 0.8694, 79.05
2023-01-10, 7.06, 0.7039, 82.79
2023-01-11, 6.36, 0.6341, 84.67
2023-01-12, 5.91, 0.5892, 84.79
2023-01-13, 6.84, 0.682, 82.12
2023-01-14, 2.59, 0.2582, 75.53
2023-01-15, 2.09, 0.2084, 75.51
2023-01-16, 2.25, 0.2243, 81.3
2023-01-17, 1.91, 0.1904, 84.7
2023-01-18, 0.82, 0.0818, 85.49
2023-01-19, 0.15, 0.015, 84.94
2023-01-20, -1.22, -0.0699, 80.9
2023-01-21, -0.56, -0.0321, 74.97
2023-01-22, -0.33, -0.0189, 75.18
2023-01-23, 0.17, 0.0169, 81.47
2023-01-24, -0.99, -0.0567, 83.71
2023-01-25, -0.76, -0.0435, 84.73
2023-01-26, -0.32, -0.0183, 84.62
2023-01-27, -0.31, -0.0178, 80.59
2023-01-28, -1.29, -0.0739, 73.68
2023-01-29, -0.17, -0.0097, 75.01
2023-01-30, -0.62, -0.0355, 80.85
2023-01-31, -0.08, -0.0046, 83.63
2023-02-01, 1.18, 0.1176, 85.91
2023-02-02, -0.58, -0.0332, 84.04
2023-02-03, 0.5, 0.0499, 81.09
2023-02-04, 1.21, 0.1206, 74.89
2023-02-05, 0.41, 0.0409, 75.42
2023-02-06, 0.52, 0.0518, 81.37
2023-02-07, -2.82, -0.1615, 80.81
2023-02-08, -1, -0.0573, 84.91
2023-02-09, -0.67, -0.0384, 83.37
2023-02-10, 0.11, 0.011, 81.2
2023-02-11, -0.4, -0.0229, 74.49
2023-02-12, -0.51, -0.0292, 74.91
2023-02-13, -1, -0.0573, 80.37
2023-02-14, 2.47, 0.2463, 83.28
2023-02-15, -0.3, -0.0172, 84.61
2023-02-16, 0.89, 0.0887, 84.26
2023-02-17, -0.94, -0.0538, 80.26
2023-02-18, 1.27, 0.1266, 75.76
2023-02-19, 0.87, 0.0867, 75.78
2023-02-20, 0.49, 0.0489, 80.86
2023-02-21, -0.17, -0.0097, 83.11
2023-02-22, -0.51, -0.0292, 84.1
2023-02-23, -0.01, -0.0006, 84.25
2023-02-24, 0.22, 0.0219, 80.48
2023-02-25, -0.22, -0.0126, 75.54
2023-02-26, 0.5, 0.0499, 76.28
2023-02-27, -0.03, -0.0017, 80.83
2023-02-28, 0.71, 0.0708, 83.82
2023-03-01, 0.33, 0.0329, 84.43
2023-03-02, -0.83, -0.0475, 83.42
2023-03-03, 0.17, 0.0169, 80.65
2023-03-04, , , 75.54
2023-03-05, -1.03, -0.059, 75.25
2023-03-06, 0.88, 0.0877, 81.71
2023-03-07, -2.88, -0.1649, 80.94
2023-03-08, 0.11, 0.011, 84.54
2023-03-09, 0.35, 0.0349, 83.77
2023-03-10, 0.68, 0.0678, 81.33
2023-03-11, 0.24, 0.0239, 75.78
2023-03-12, 1, 0.0997, 76.25
2023-03-13, 0.71, 0.0708, 82.42
2023-03-14, 3.54, 0.3529, 84.48
2023-03-15, 0.57, 0.0568, 85.11
2023-03-16, 1.07, 0.1067, 84.84
2023-03-17, -0.54, -0.0309, 80.79
2023-03-18, -1.34, -0.0767, 74.44
2023-03-19, 0.02, 0.002, 76.27
2023-03-20, -2.09, -0.1197, 80.33
2023-03-21, -0.44, -0.0252, 84.04
2023-03-22, -0.03, -0.0017, 85.08
2023-03-23, -0.76, -0.0435, 84.08
2023-03-24, -1.68, -0.0962, 79.11
2023-03-25, 0.97, 0.0967, 75.41
2023-03-26, -0.48, -0.0275, 75.79
2023-03-27, 1.21, 0.1206, 81.54
2023-03-28, -0.55, -0.0315, 83.49
2023-03-29, -1.06, -0.0607, 84.02
2023-03-30, -1.15, -0.0659, 82.93
2023-03-31, 0.67, 0.0668, 79.78
2023-04-01, -1.42, -0.0813, 73.99
2023-04-02, -2.85, -0.1632, 72.94
