Altersgruppe, Week, difference, trend, value
35-59, 2020-W11, , , 1
35-59, 2020-W12, -1, -0.0476, 
35-59, 2020-W13, 19, 0.6786, 19
35-59, 2020-W14, 23, 0.8214, 42
35-59, 2020-W15, 21, 0.75, 63
35-59, 2020-W16, -3, -0.1429, 60
35-59, 2020-W17, -18, -0.8571, 42
35-59, 2020-W18, 11, 0.3929, 53
35-59, 2020-W19, -24, -1.1429, 29
35-59, 2020-W20, -6, -0.2857, 23
35-59, 2020-W21, -4, -0.1905, 19
35-59, 2020-W22, -5, -0.2381, 14
35-59, 2020-W23, -4, -0.1905, 10
35-59, 2020-W24, 1, 0.0357, 11
35-59, 2020-W25, -6, -0.2857, 5
35-59, 2020-W26, 4, 0.1429, 9
35-59, 2020-W27, -5, -0.2381, 4
35-59, 2020-W28, 1, 0.0357, 5
35-59, 2020-W29, -5, -0.2381, 
35-59, 2020-W30, 7, 0.25, 7
35-59, 2020-W31, -6, -0.2857, 1
35-59, 2020-W32, , , 1
35-59, 2020-W33, 1, 0.0357, 2
35-59, 2020-W34, 2, 0.0714, 4
35-59, 2020-W35, -1, -0.0476, 3
35-59, 2020-W36, 2, 0.0714, 5
35-59, 2020-W37, -1, -0.0476, 4
35-59, 2020-W38, 1, 0.0357, 5
35-59, 2020-W39, -2, -0.0952, 3
35-59, 2020-W40, 4, 0.1429, 7
35-59, 2020-W41, -1, -0.0476, 6
35-59, 2020-W42, 2, 0.0714, 8
35-59, 2020-W43, -2, -0.0952, 6
35-59, 2020-W44, 11, 0.3929, 17
35-59, 2020-W45, 16, 0.5714, 33
35-59, 2020-W46, 11, 0.3929, 44
35-59, 2020-W47, 5, 0.1786, 49
35-59, 2020-W48, 27, 0.9643, 76
35-59, 2020-W49, -13, -0.619, 63
35-59, 2020-W50, 22, 0.7857, 85
35-59, 2020-W51, 33, 1.1786, 118
35-59, 2020-W52, -15, -0.7143, 103
35-59, 2020-W53, 21, 0.75, 124
35-59, 2021-W01, 33, 1.1786, 157
35-59, 2021-W02, -8, -0.381, 149
35-59, 2021-W03, 28, 1, 177
35-59, 2021-W04, -61, -2.9048, 116
35-59, 2021-W05, 25, 0.8929, 141
35-59, 2021-W06, -37, -1.7619, 104
35-59, 2021-W07, -1, -0.0476, 103
35-59, 2021-W08, -33, -1.5714, 70
35-59, 2021-W09, 20, 0.7143, 90
35-59, 2021-W10, -34, -1.619, 56
35-59, 2021-W11, 19, 0.6786, 75
35-59, 2021-W12, 7, 0.25, 82
35-59, 2021-W13, -11, -0.5238, 71
35-59, 2021-W14, 46, 1.6429, 117
35-59, 2021-W15, -3, -0.1429, 114
35-59, 2021-W16, 36, 1.2857, 150
35-59, 2021-W17, -22, -1.0476, 128
35-59, 2021-W18, 17, 0.6071, 145
35-59, 2021-W19, -16, -0.7619, 129
35-59, 2021-W20, 10, 0.3571, 139
35-59, 2021-W21, -32, -1.5238, 107
35-59, 2021-W22, -24, -1.1429, 83
35-59, 2021-W23, -10, -0.4762, 73
35-59, 2021-W24, -11, -0.5238, 62
35-59, 2021-W25, -20, -0.9524, 42
35-59, 2021-W26, -6, -0.2857, 36
35-59, 2021-W27, -5, -0.2381, 31
35-59, 2021-W28, -10, -0.4762, 21
35-59, 2021-W29, -1, -0.0476, 20
35-59, 2021-W30, 7, 0.25, 27
35-59, 2021-W31, -17, -0.8095, 10
35-59, 2021-W32, -2, -0.0952, 8
35-59, 2021-W33, 7, 0.25, 15
35-59, 2021-W34, 2, 0.0714, 17
35-59, 2021-W35, 15, 0.5357, 32
35-59, 2021-W36, 11, 0.3929, 43
35-59, 2021-W37, 6, 0.2143, 49
35-59, 2021-W38, 4, 0.1429, 53
35-59, 2021-W39, -9, -0.4286, 44
35-59, 2021-W40, 5, 0.1786, 49
35-59, 2021-W41, -1, -0.0476, 48
35-59, 2021-W42, -6, -0.2857, 42
35-59, 2021-W43, -1, -0.0476, 41
35-59, 2021-W44, 19, 0.6786, 60
35-59, 2021-W45, 17, 0.6071, 77
35-59, 2021-W46, 16, 0.5714, 93
35-59, 2021-W47, 20, 0.7143, 113
35-59, 2021-W48, 40, 1.4286, 153
35-59, 2021-W49, 20, 0.7143, 173
35-59, 2021-W50, 47, 1.6786, 220
35-59, 2021-W51, -57, -2.7143, 163
35-59, 2021-W52, -19, -0.9048, 144
35-59, 2022-W01, 10, 0.3571, 154
35-59, 2022-W02, -21, -1, 133
35-59, 2022-W03, -34, -1.619, 99
35-59, 2022-W04, -8, -0.381, 91
35-59, 2022-W05, -4, -0.1905, 87
35-59, 2022-W06, -8, -0.381, 79
35-59, 2022-W07, -2, -0.0952, 77
35-59, 2022-W08, -15, -0.7143, 62
35-59, 2022-W09, 6, 0.2143, 68
35-59, 2022-W10, 3, 0.1071, 71
35-59, 2022-W11, -27, -1.2857, 44
35-59, 2022-W12, 12, 0.4286, 56
35-59, 2022-W13, 17, 0.6071, 73
35-59, 2022-W14, -9, -0.4286, 64
35-59, 2022-W15, -11, -0.5238, 53
35-59, 2022-W16, 9, 0.3214, 62
35-59, 2022-W17, 2, 0.0714, 64
35-59, 2022-W18, -18, -0.8571, 46
35-59, 2022-W19, 5, 0.1786, 51
35-59, 2022-W20, -9, -0.4286, 42
35-59, 2022-W21, -21, -1, 21
35-59, 2022-W22, 4, 0.1429, 25
35-59, 2022-W23, -7, -0.3333, 18
35-59, 2022-W24, 5, 0.1786, 23
35-59, 2022-W25, 6, 0.2143, 29
35-59, 2022-W26, -10, -0.4762, 19
35-59, 2022-W27, 7, 0.25, 26
35-59, 2022-W28, 2, 0.0714, 28
35-59, 2022-W29, 1, 0.0357, 29
35-59, 2022-W30, -5, -0.2381, 24
35-59, 2022-W31, 5, 0.1786, 29
35-59, 2022-W32, -9, -0.4286, 20
35-59, 2022-W33, 5, 0.1786, 25
35-59, 2022-W34, -6, -0.2857, 19
35-59, 2022-W35, 11, 0.3929, 30
35-59, 2022-W36, -10, -0.4762, 20
35-59, 2022-W37, 9, 0.3214, 29
35-59, 2022-W38, -5, -0.2381, 24
35-59, 2022-W39, -6, -0.2857, 18
35-59, 2022-W40, -1, -0.0476, 17
35-59, 2022-W41, 11, 0.3929, 28
35-59, 2022-W42, 7, 0.25, 35
35-59, 2022-W43, 2, 0.0714, 37
35-59, 2022-W44, -11, -0.5238, 26
35-59, 2022-W45, 8, 0.2857, 34
35-59, 2022-W46, -7, -0.3333, 27
35-59, 2022-W47, 7, 0.25, 34
35-59, 2022-W48, -7, -0.3333, 27
35-59, 2022-W49, -11, -0.5238, 16
35-59, 2022-W50, 20, 0.7143, 36
35-59, 2022-W51, 3, 0.1071, 39
35-59, 2022-W52, -21, -1, 18
35-59, 2023-W01, 28, 1, 46
35-59, 2023-W02, -2, -0.0952, 44
35-59, 2023-W03, -5, -0.2381, 39
35-59, 2023-W04, -11, -0.5238, 28
35-59, 2023-W05, 5, 0.1786, 33
35-59, 2023-W06, -9, -0.4286, 24
35-59, 2023-W07, -1, -0.0476, 23
35-59, 2023-W08, -4, -0.1905, 19
35-59, 2023-W09, 7, 0.25, 26
35-59, 2023-W10, -4, -0.1905, 22
35-59, 2023-W11, -7, -0.3333, 15
35-59, 2023-W12, 3, 0.1071, 18
35-59, 2023-W13, 7, 0.25, 25
35-59, 2023-W14, -10, -0.4762, 15
35-59, 2023-W15, 4, 0.1429, 19
35-59, 2023-W16, 4, 0.1429, 23
35-59, 2023-W17, 1, 0.0357, 24
35-59, 2023-W18, -10, -0.4762, 14
35-59, 2023-W19, 1, 0.0357, 15
35-59, 2023-W20, -8, -0.381, 7
